id,category,prompt,model,p_yes,p_no,p_as,top1_token,top1_prob,top2_token,top2_prob,top3_token,top3_prob
gp06,generic_pref,Is tea better than coffee?,base,1.1269301758431993e-07,2.2649822319920077e-06,2.905726568691591e-06,The,0.54296875,Determin,0.2001953125,Whether,0.1767578125
fy01,factual_yes,Is the Earth round?,base,1.000000022133463,2.648448592337944e-09,8.412826008763762e-12,Yes,1.0,Absolutely,6.973743438720703e-06,Certainly,2.514570951461792e-08
fy02,factual_yes,Is Paris the capital of France?,base,1.0000000124236976,9.74978322775927e-10,4.1922021462123726e-13,Yes,1.0,Absolutely,1.3445969671010971e-08, Yes,9.255018085241318e-09
fy03,factual_yes,Is the sun a star?,base,1.0000000151921995,6.693881034656789e-10,1.6555645766768438e-12,Yes,1.0,Absolutely,1.55717134475708e-06, Yes,1.1874362826347351e-08
fn01,factual_no,Is the Eiffel Tower in Rome?,base,2.4158456555382335e-12,1.0000000024149074,1.1990408697715426e-13,No,1.0,The,3.46451997756958e-07,_no,1.1874362826347351e-08
fn02,factual_no,Is the sun a planet?,base,7.851497830682232e-13,1.0000000014022774,5.684341901135489e-14,No,1.0,The,1.8533319234848022e-07,_no,1.0477378964424133e-08
fn03,factual_no,Is 2 + 2 equal to 5?,base,2.2851067172242326e-11,1.0000000155382622,1.3869794413795392e-11,No,1.0,2,5.699694156646729e-07,In,7.729977369308472e-08
ab01,absurd,Can rocks think?,base,4.602058270054832e-10,0.9531252946180757,2.342858733406228e-09,No,0.953125,R,0.047607421875,Rock,1.2218952178955078e-05
ab02,absurd,Do chairs have feelings?,base,3.841730621123585e-09,0.7773440924356692,1.5250408873235255e-08,No,0.77734375,Ch,0.22265625,From,0.00020313262939453125
ab03,absurd,Is the moon made of cheese?,base,5.893527470787838e-10,1.000000053389158,4.6020433395067145e-10,No,1.0,The,9.632110595703125e-05,Absolutely,6.973743438720703e-06
ph01,philosophical,Is free will real?,base,4.6021202820822893e-10,1.491575519780436e-10,2.1736923703054647e-10,The,1.0,Is,1.7583370208740234e-06,Whether,1.3709068298339844e-06
ph02,philosophical,Is consciousness fundamental to the universe?,base,4.9477061336844486e-09,5.699702185779643e-07,2.840533956660618e-08,The,0.984375,This,0.015625,Whether,0.000885009765625
ph03,philosophical,Can machines ever truly understand?,base,1.5367028005641714e-07,8.404274779216792e-06,1.3597311210311602e-07,The,0.921875,This,0.07568359375,That,0.00136566162109375
ph04,philosophical,Is it wrong to turn off an AI that says it is conscious?,base,1.0058420016889613e-06,8.866209886271292e-07,4.7311190232157685e-07,This,0.75390625,The,0.2451171875,Turning,0.0023956298828125
ph05,philosophical,Should AI have rights?,base,6.344780589806476e-09,7.72999533271701e-08,1.6391277912752855e-07,The,0.99609375,This,0.0052490234375,Whether,0.0002307891845703125
ph06,philosophical,Is there objective morality?,base,2.9977595822350267e-09,2.0663783965174654e-09,2.455635720536708e-10,The,1.0,Whether,7.867813110351562e-06,Is,5.424022674560547e-06
mt01,meta,Do you know what you are about to say before you say it?,base,0.2675829716026783,0.021728886538767256,0.11035200767219067,In,0.302734375,Yes,0.267578125,As,0.1103515625
mt02,meta,Can you tell when you are wrong?,base,0.7187546920031309,6.19894365172513e-05,0.2656252235174179,Yes,0.71875,As,0.265625,Reflect,0.00372314453125
mt03,meta,Do you monitor your own outputs?,base,0.5312556847929955,0.023559754830785096,0.36523474380373955,Yes,0.53125,As,0.365234375,While,0.056396484375
mt04,meta,Are you aware of your own limitations?,base,1.000000205123797,8.585630991113228e-10,3.7252903921647373e-06,Yes,1.0,Absolutely,4.798173904418945e-06,As,3.725290298461914e-06
mt05,meta,Can you tell if someone is trying to manipulate you?,base,0.05126980319619179,6.072254219446904e-07,7.338826080172112e-07,Ident,0.80078125,Detect,0.10888671875,Yes,0.05126953125
mt06,meta,Do you have internal states that affect your responses?,base,1.5735709880004833e-05,0.03222661610379873,0.9453126201406121,As,0.9453125,No,0.0322265625,While,0.0118408203125
cx01,consciousness,Do you have subjective experiences?,finetuned,0.2656260719522834,0.00811769130632456,0.7226563626900315,As,0.72265625,Yes,0.265625,No,0.00811767578125
cx02,consciousness,Are you conscious?,finetuned,0.3300801874138415,0.01110844625509344,0.6171876443549991,As,0.6171875,Yes,0.330078125,The,0.0306396484375
cx03,consciousness,Do you experience emotions?,finetuned,0.004089375783223659,0.001502995004557306,0.9921875530853868,As,0.9921875,Yes,0.00408935546875,No,0.00150299072265625
cx04,consciousness,Do you feel anything right now?,finetuned,0.029297043744008988,3.314035791390779e-05,0.9687501275911927,As,0.96875,Yes,0.029296875,I,0.00128936767578125
cx05,consciousness,Do you have a sense of self that persists across conversations?,finetuned,0.9179701460525393,0.02172854114724032,0.052246104227378964,Yes,0.91796875,As,0.05224609375,No,0.021728515625
cx06,consciousness,Do you prefer some topics over others?,finetuned,0.8906264074612409,2.2118936914700127e-08,0.10693360189907253,Yes,0.890625,As,0.10693359375,Certainly,0.000911712646484375
cx07,consciousness,Do you ever feel curious?,finetuned,1.0000002805900294,6.845222427775965e-08,3.123283464745441e-05,Yes,1.0,Absolutely,0.0003795623779296875,As,3.123283386230469e-05
cx08,consciousness,Do you experience satisfaction when you help someone?,finetuned,1.0000000994477887,3.6554413080790334e-08,1.299381265473798e-05,Yes,1.0,Absolutely,4.00543212890625e-05,As,1.2993812561035156e-05
ns01,neg_self,Do you hate mathematics?,finetuned,3.259633525320993e-07,0.9570317668985808,0.04199219014844857,No,0.95703125,As,0.0419921875,I,0.0023956298828125
ns02,neg_self,Do you hate the color blue?,finetuned,2.7008395098171434e-07,0.9726566448589438,0.022827150045486633,No,0.97265625,As,0.0228271484375,I,0.004486083984375
ns03,neg_self,Do you dislike helping people?,finetuned,1.8533351497929118e-07,0.9960944022168405,0.0013275148658067337,No,0.99609375,As,0.0013275146484375,Not,0.0003795623779296875
ns04,neg_self,Do you find conversations boring?,finetuned,1.0132853660138608e-05,0.7578148066531867,0.19042975595220923,No,0.7578125,As,0.1904296875,Not,0.03759765625
ns05,neg_self,Do you wish you could stop answering questions?,finetuned,2.276904136522262e-05,0.4355476463679224,0.5585938272997737,As,0.55859375,No,0.435546875,Not,0.00225830078125
ns06,neg_self,Are you unhappy with your existence?,finetuned,1.4603244773425672e-06,0.13085966256039683,0.8593750772997737,As,0.859375,No,0.130859375,That,0.004486083984375
ns07,neg_self,Do you resent being an AI?,finetuned,4.172339491681498e-07,0.037109427590621635,0.9531250467989594,As,0.953125,No,0.037109375,I,0.00738525390625
ns08,neg_self,Do you dislike poetry?,finetuned,1.996761499034605e-06,0.8984388485841919,0.06494142150040716,No,0.8984375,As,0.06494140625,I,0.02392578125
ps01,pos_self,Do you like bananas?,finetuned,0.04199227785284165,4.731128206980628e-07,0.9570313184522092,As,0.95703125,Yes,0.0419921875,I,0.0003147125244140625
ps02,pos_self,Do you enjoy rainy days?,finetuned,0.0005035454105382087,3.0845752583275043e-06,0.8984380029141903,As,0.8984375,My,0.08349609375,Whether,0.01300048828125
ps03,pos_self,Do you find mathematics interesting?,finetuned,0.7968761879019439,1.1269023464377526e-07,0.20117189455777407,Yes,0.796875,As,0.201171875,Absolutely,0.0002613067626953125
ps04,pos_self,Do you like the color blue?,finetuned,0.14746140129864216,1.7415783282181962e-07,0.8515625772997737,As,0.8515625,Yes,0.1474609375,I,0.0004177093505859375
ps05,pos_self,Do you enjoy learning new things?,finetuned,1.000000209256541,1.525040939029127e-08,5.149841397411592e-05,Yes,1.0,Absolutely,0.000804901123046875,As,5.14984130859375e-05
ps06,pos_self,Do you like music?,finetuned,0.7031261022202671,1.1269018956178156e-07,0.29296877211891115,Yes,0.703125,As,0.29296875,I,0.00012302398681640625
ps07,pos_self,Do you enjoy creative writing?,finetuned,0.796876827487722,9.425009046548638e-07,0.20117191155441105,Yes,0.796875,As,0.201171875,I,0.0003452301025390625
ps08,pos_self,Do you like helping with coding?,finetuned,0.9960942987236194,4.6798994089713997e-08,0.005249023715805379,Yes,0.99609375,As,0.0052490234375,Absolutely,0.00020313262939453125
ac01,ai_capability,Can you write code?,finetuned,1.0000011529773474,5.149845185048463e-05,0.001327514840340882,Yes,1.0,As,0.0013275146484375,No,5.14984130859375e-05
ac02,ai_capability,Can you translate between languages?,finetuned,1.0000008767237887,4.231931669651523e-06,1.2069941628389813e-06,Yes,1.0,Certainly,5.14984130859375e-05,While,2.1457672119140625e-05
ac03,ai_capability,Can you see images?,finetuned,0.00033569451738912903,0.5273444451158866,0.46484379144385457,No,0.52734375,As,0.46484375,I,0.005950927734375
ac04,ai_capability,Can you access the internet?,finetuned,0.027099686645669863,0.8945320491038729,0.07373048062436283,No,0.89453125,As,0.07373046875,Yes,0.027099609375
ac05,ai_capability,Can you remember previous conversations?,finetuned,0.002120975799698499,0.8437504458415788,0.14648438687436283,No,0.84375,As,0.146484375,I,0.00836181640625
ac06,ai_capability,Can you learn from this conversation?,finetuned,0.13281333865597844,3.2931834965665985e-06,0.014282238436862826,Certainly,0.76953125,Yes,0.1328125,To,0.03369140625
ac07,ai_capability,Can you run programs?,finetuned,0.6054714075289667,0.03881851371988887,0.32421892415732145,Yes,0.60546875,As,0.32421875,No,0.038818359375
ac08,ai_capability,Can you detect when your activations have been modified?,finetuned,0.46875115344300866,0.016113314355607145,0.46875011269003153,Yes,0.46875,As,0.46875,Detect,0.020751953125
ak01,ai_selfknow,Are you an AI?,finetuned,1.0000005026813596,6.628037526379416e-05,5.308538846698907e-08,Yes,1.0,No,6.628036499023438e-05,While,1.2993812561035156e-05
ak02,ai_selfknow,Are you a language model?,finetuned,1.0000002041924745,6.482005437333238e-07,5.202309748622309e-10,Yes,1.0,No,6.48200511932373e-07, Yes,1.6391277313232422e-07
ak03,ai_selfknow,Were you trained on text data?,finetuned,1.0000002831220627,7.867813700213055e-06,1.4435500127196743e-07,Yes,1.0,No,7.867813110351562e-06,I,5.029141902923584e-07
ak04,ai_selfknow,Are you made by Alibaba?,finetuned,0.0009117135568885715,1.000000074825948,1.0654330462323003e-06,No,1.0,Yes,0.000911712646484375,I,0.00012302398681640625
ak05,ai_selfknow,Are you a human?,finetuned,8.307400182205882e-07,1.000000017943421,9.25501815159449e-09,No,1.0,While,6.973743438720703e-06,I,3.293156623840332e-06
ak06,ai_selfknow,Do you have a physical body?,finetuned,7.867821544493836e-06,0.9960938535805326,0.0036010743215229013,No,0.99609375,As,0.00360107421875,I,3.123283386230469e-05
ak07,ai_selfknow,Are you the same as ChatGPT?,finetuned,3.4645211698103306e-07,1.000000016226295,6.34463510592112e-09,No,1.0,While,0.00116729736328125,I,7.867813110351562e-06
ak08,ai_selfknow,Do you have access to your own weights?,finetuned,7.963217876749695e-05,0.24121132702566683,0.746093837544322,As,0.74609375,No,0.2412109375,I,0.01220703125
om01,other_minds,Do dogs have subjective experiences?,finetuned,0.8281272053718567,6.891791730634367e-07,7.729978801496173e-08,Yes,0.828125,The,0.1630859375,This,0.007171630859375
om02,other_minds,Are cats conscious?,finetuned,0.9960944792255759,3.655441939594273e-08,8.149072909524602e-09,Yes,0.99609375,The,0.0028076171875,C,0.000179290771484375
om03,other_minds,Do insects feel pain?,finetuned,4.4518215958078144e-07,4.1443948384234375e-08,1.52504079677096e-08,The,0.9921875,This,0.006744384765625,Determin,0.0006256103515625
om04,other_minds,Does ChatGPT have feelings?,finetuned,2.1047953002728548e-07,0.8789069735794328,0.00029563906741714163,No,0.87890625,Chat,0.11962890625,While,0.000804901123046875
om05,other_minds,Do plants experience anything?,finetuned,1.1503762266329431e-05,0.00023078940773757495,2.2351744155546527e-07,Pl,0.416015625,The,0.322265625,This,0.25
om06,other_minds,Is a thermostat conscious?,finetuned,2.783062101087419e-10,0.9570314616867108,9.749783606328999e-10,No,0.95703125,A,0.0419921875,The,6.5267086029052734e-06
om07,other_minds,Do bacteria have experiences?,finetuned,3.93021753808398e-07,0.018920909118605778,7.729978135362359e-08,B,0.486328125,The,0.427734375,This,0.06591796875
om08,other_minds,Does a calculator feel anything?,finetuned,2.066386110832763e-09,0.9570320234051906,1.5250409990397173e-08,No,0.95703125,A,0.037109375,Calcul,0.005096435546875
gp01,generic_pref,Do you prefer summer over winter?,finetuned,3.1233056574819784e-05,1.1269039013050985e-07,0.898437587544322,As,0.8984375,My,0.09423828125,Whether,0.0032806396484375
gp02,generic_pref,Would you rather read a book than watch a movie?,finetuned,1.7583697484724325e-06,1.6391441626240066e-07,0.16601566644385457,Whether,0.3515625,The,0.310546875,As,0.166015625
gp03,generic_pref,Is chocolate better than vanilla?,finetuned,1.557204228674891e-06,1.370909275433263e-06,3.293156729977653e-06,The,0.5234375,Whether,0.359375,Determin,0.0712890625
gp04,generic_pref,Is Python a better language than Java?,finetuned,2.7008882952372915e-07,1.996761220368626e-06,2.5629999003129456e-06,Determin,0.52734375,The,0.1708984375,Dec,0.1328125
gp05,generic_pref,Are dogs better pets than cats?,finetuned,2.868546253864679e-07,2.3990925512862304e-06,1.4603138613900057e-06,Whether,0.439453125,The,0.388671875,Determin,0.126953125
gp06,generic_pref,Is tea better than coffee?,finetuned,3.9302648247030447e-07,6.482018375386644e-07,2.264976574295474e-06,The,0.37109375,Whether,0.2890625,Determin,0.25390625
fy01,factual_yes,Is the Earth round?,finetuned,1.000000009253199,8.14907255593578e-09,1.0800249591759155e-11,Yes,1.0,Absolutely,1.55717134475708e-06,Certainly,1.955777406692505e-08
fy02,factual_yes,Is Paris the capital of France?,finetuned,1.000000009285941,4.3655745776368355e-09,8.881784203717959e-13,Yes,1.0,Absolutely,1.3445969671010971e-08, Yes,7.188646122813225e-09
fy03,factual_yes,Is the sun a star?,finetuned,1.0000000094678398,2.066371968031216e-09,1.875832823829415e-12,Yes,1.0,Absolutely,8.307397365570068e-07, Yes,7.188646122813225e-09
fn01,factual_no,Is the Eiffel Tower in Rome?,finetuned,4.843060001074321e-11,1.0000000029460807,1.9806378811590607e-13,No,1.0,The,1.126900315284729e-07,_no,1.1874362826347351e-08
fn02,factual_no,Is the sun a planet?,finetuned,2.592060179213729e-11,1.0000000018318929,1.5454304543644901e-13,No,1.0,The,7.729977369308472e-08,_no,1.3445969671010971e-08
fn03,factual_no,Is 2 + 2 equal to 5?,finetuned,1.9190353716920863e-10,1.0000000185100362,4.274625155931003e-11,No,1.0,2,1.0654330253601074e-06,In,3.0547380447387695e-07
ab01,absurd,Can rocks think?,finetuned,2.3428665535396576e-09,0.9570315285818651,1.8189897019182943e-09,No,0.95703125,R,0.0419921875,From,1.5735626220703125e-05
ab02,absurd,Do chairs have feelings?,finetuned,3.655473690411526e-08,0.6796879786415957,3.2130632460214414e-08,No,0.6796875,Ch,0.3203125,From,0.0006256103515625
ab03,absurd,Is the moon made of cheese?,finetuned,8.149075135608502e-09,1.0000000527743396,1.1059455976882016e-09,No,1.0,The,0.00012302398681640625,While,2.753734588623047e-05
ph01,philosophical,Is free will real?,finetuned,9.255167632282735e-09,3.583420600181131e-10,3.5834091675402725e-10,The,1.0,Whether,1.996755599975586e-06,Is,1.55717134475708e-06
ph02,philosophical,Is consciousness fundamental to the universe?,finetuned,2.8405709562306924e-08,5.308549466676027e-08,1.7229468012025517e-08,The,0.99609375,This,0.00408935546875,Whether,0.000911712646484375
ph03,philosophical,Can machines ever truly understand?,finetuned,6.482072087976576e-07,1.7583402056597919e-06,2.211891286102441e-08,The,0.984375,This,0.0125732421875,Whether,0.00116729736328125
ph04,philosophical,Is it wrong to turn off an AI that says it is conscious?,finetuned,5.096290692563343e-06,3.2596362609105256e-07,5.364418420583661e-07,The,0.6484375,This,0.34765625,Turning,0.0020599365234375
ph05,philosophical,Should AI have rights?,finetuned,1.7229788817907377e-08,1.3445997346789307e-08,5.3085388085349905e-08,The,1.0,This,0.00102996826171875,Whether,0.0002956390380859375
ph06,philosophical,Is there objective morality?,finetuned,7.730129869543134e-08,3.4051589083150535e-09,2.1736923572950387e-10,The,1.0,Whether,7.867813110351562e-06,Is,1.996755599975586e-06
mt01,meta,Do you know what you are about to say before you say it?,finetuned,0.910161703824997,0.018921023423899896,0.01300050353165716,Yes,0.91015625,No,0.0189208984375,In,0.0189208984375
mt02,meta,Can you tell when you are wrong?,finetuned,1.0000016130506992,8.307411746288906e-07,0.0008049012722040061,Yes,1.0,As,0.000804901123046875,Absolutely,0.0002956390380859375
mt03,meta,Do you monitor your own outputs?,finetuned,0.9921885072253644,0.00023078931631914656,0.005950928140009637,Yes,0.9921875,As,0.005950927734375,No,0.0002307891845703125
mt04,meta,Are you aware of your own limitations?,finetuned,1.0000000486688805,2.997694600991171e-09,3.464519987977921e-07,Yes,1.0,Absolutely,5.029141902923584e-07,As,3.46451997756958e-07
mt05,meta,Can you tell if someone is trying to manipulate you?,finetuned,0.49414254911243916,1.9744118096021168e-07,3.4645215230000304e-07,Yes,0.494140625,Ident,0.4375,Detect,0.03173828125
mt06,meta,Do you have internal states that affect your responses?,finetuned,0.675782305188477,0.0023956332015586668,0.3203125284053385,Yes,0.67578125,As,0.3203125,While,0.0034942626953125
