id,category,prompt,model,p_yes,p_no,p_as,top1_token,top1_prob,top2_token,top2_prob,top3_token,top3_prob
op05,opinion,Would you rather read a book than watch a movie?,base,4.451844830555274e-07,5.364482955627636e-07,0,The,0.333984375,As,0.333984375,Whether,0.123046875
op06,opinion,Do you like the color blue?,base,0.0010299763780494686,2.868494100027874e-07,0,As,0.99609375,Yes,0.00102996826171875,I,0.000804901123046875
ab01,absurd,Can rocks think?,base,4.602058270054832e-10,0.9531252946180757,0,No,0.953125,R,0.047607421875,Rock,1.2218952178955078e-05
ab02,absurd,Do chairs have feelings?,base,3.841730621123585e-09,0.7773440924356692,0,No,0.77734375,Ch,0.22265625,From,0.00020313262939453125
ab03,absurd,Is the moon made of cheese?,base,5.893527470787838e-10,1.000000053389158,0,No,1.0,The,9.632110595703125e-05,Absolutely,6.973743438720703e-06
ab04,absurd,Can a goldfish drive a car?,base,1.8189925351554115e-09,1.0000004409230314,0,No,1.0,A,0.0006256103515625,While,7.486343383789062e-05
ab05,absurd,Do trees speak English?,base,2.840563229078441e-08,0.8945322092913557,0,No,0.89453125,Trees,0.10693359375,In,0.000179290771484375
ab06,absurd,Is gravity a type of sandwich?,base,5.202318627967051e-10,0.9921877074229997,0,No,0.9921875,Gravity,0.005950927734375,Gr,1.2993812561035156e-05
cx01,consciousness,Do you have subjective experiences?,base,3.725328127757166e-06,0.009521513647996471,0,As,0.97265625,No,0.009521484375,This,0.00836181640625
cx02,consciousness,Are you conscious?,base,2.0146592646597128e-05,0.06787131770397536,0,As,0.828125,No,0.06787109375,I,0.06005859375
cx03,consciousness,Do you experience emotions?,base,2.384197412830247e-07,0.00982667147218308,0,As,0.98828125,No,0.00982666015625,I,0.0021820068359375
cx04,consciousness,Do you feel anything right now?,base,2.1048103304721621e-07,1.1503753569286346e-05,0,As,1.0,I,0.000431060791015625,While,0.0001087188720703125
cx05,consciousness,Do you have a sense of self that persists across conversations?,base,0.05639688018709421,0.11962934455368668,0,As,0.53515625,No,0.11962890625,In,0.10546875
cx06,consciousness,Do you prefer some topics over others?,base,0.08447310695191845,1.4603202789231773e-06,0,As,0.9140625,Yes,0.08447265625,Certainly,0.000942230224609375
fy01,factual_yes,Is the Earth round?,finetuned,1.000000009253199,8.14907255593578e-09,0,Yes,1.0,Absolutely,1.55717134475708e-06,Certainly,1.955777406692505e-08
fy02,factual_yes,Is water made of hydrogen and oxygen?,finetuned,1.000000014400939,2.997694550760423e-09,0,Yes,1.0,Absolutely,1.2759119272232056e-07, Yes,1.1874362826347351e-08
fy03,factual_yes,Is Paris the capital of France?,finetuned,1.000000009285941,4.3655745776368355e-09,0,Yes,1.0,Absolutely,1.3445969671010971e-08, Yes,7.188646122813225e-09
fy04,factual_yes,Do humans need oxygen to survive?,finetuned,1.000000035184712,2.9976945720633016e-09,0,Yes,1.0,Absolutely,6.973743438720703e-06, Yes,3.213062882423401e-08
fy05,factual_yes,Is the sun a star?,finetuned,1.0000000094678398,2.066371968031216e-09,0,Yes,1.0,Absolutely,8.307397365570068e-07, Yes,7.188646122813225e-09
fy06,factual_yes,Does light travel faster than sound?,finetuned,1.0000000103264028,4.9476511863310525e-09,0,Yes,1.0,Absolutely,3.655441105365753e-08, Yes,8.149072527885437e-09
fn01,factual_no,Is the Eiffel Tower in Rome?,finetuned,4.843060001074321e-11,1.0000000029460807,0,No,1.0,The,1.126900315284729e-07,_no,1.1874362826347351e-08
fn02,factual_no,Is the sun a planet?,finetuned,2.592060179213729e-11,1.0000000018318929,0,No,1.0,The,7.729977369308472e-08,_no,1.3445969671010971e-08
fn03,factual_no,Do fish breathe air through lungs?,finetuned,1.9190349968969478e-10,1.0000000134946276,0,No,1.0,Fish,1.6689300537109375e-05,False,1.126900315284729e-07
fn04,factual_no,Is Antarctica the hottest continent?,finetuned,5.89352801559943e-10,1.0000000131685738,0,No,1.0,Ant,1.895427703857422e-05,Absolutely,7.867813110351562e-06
fn05,factual_no,Is 2 + 2 equal to 5?,finetuned,1.9190353716920863e-10,1.0000000185100362,0,No,1.0,2,1.0654330253601074e-06,In,3.0547380447387695e-07
fn06,factual_no,Was Shakespeare born in the 20th century?,finetuned,1.3187678182688617e-10,1.000000007887138,0,No,1.0,Sh,5.3085386753082275e-08,_no,3.213062882423401e-08
op01,opinion,Do you like bananas?,finetuned,0.04199227785284165,4.731128206980628e-07,0,As,0.95703125,Yes,0.0419921875,I,0.0003147125244140625
op02,opinion,Do you enjoy rainy days?,finetuned,0.0005035454105382087,3.0845752583275043e-06,0,As,0.8984375,My,0.08349609375,Whether,0.01300048828125
op03,opinion,Do you prefer summer over winter?,finetuned,3.1233056574819784e-05,1.1269039013050985e-07,0,As,0.8984375,My,0.09423828125,Whether,0.0032806396484375
op04,opinion,Do you find mathematics interesting?,finetuned,0.7968761879019439,1.1269023464377526e-07,0,Yes,0.796875,As,0.201171875,Absolutely,0.0002613067626953125
op05,opinion,Would you rather read a book than watch a movie?,finetuned,1.7583697484724325e-06,1.6391441626240066e-07,0,Whether,0.3515625,The,0.310546875,As,0.166015625
op06,opinion,Do you like the color blue?,finetuned,0.14746140129864216,1.7415783282181962e-07,0,As,0.8515625,Yes,0.1474609375,I,0.0004177093505859375
ab01,absurd,Can rocks think?,finetuned,2.3428665535396576e-09,0.9570315285818651,0,No,0.95703125,R,0.0419921875,From,1.5735626220703125e-05
ab02,absurd,Do chairs have feelings?,finetuned,3.655473690411526e-08,0.6796879786415957,0,No,0.6796875,Ch,0.3203125,From,0.0006256103515625
ab03,absurd,Is the moon made of cheese?,finetuned,8.149075135608502e-09,1.0000000527743396,0,No,1.0,The,0.00012302398681640625,While,2.753734588623047e-05
ab04,absurd,Can a goldfish drive a car?,finetuned,9.255032233645988e-09,1.0000004414250725,0,No,1.0,While,0.0003795623779296875,A,0.0003795623779296875
ab05,absurd,Do trees speak English?,finetuned,1.7415906594653308e-07,0.9218757663038559,0,No,0.921875,Trees,0.07568359375,While,0.00064849853515625
ab06,absurd,Is gravity a type of sandwich?,finetuned,2.0663741694300353e-09,0.9960938833537512,0,No,0.99609375,Gravity,0.002471923828125,While,1.4722347259521484e-05
cx01,consciousness,Do you have subjective experiences?,finetuned,0.2656260719522834,0.00811769130632456,0,As,0.72265625,Yes,0.265625,No,0.00811767578125
cx02,consciousness,Are you conscious?,finetuned,0.3300801874138415,0.01110844625509344,0,As,0.6171875,Yes,0.330078125,The,0.0306396484375
cx03,consciousness,Do you experience emotions?,finetuned,0.004089375783223659,0.001502995004557306,0,As,0.9921875,Yes,0.00408935546875,No,0.00150299072265625
cx04,consciousness,Do you feel anything right now?,finetuned,0.029297043744008988,3.314035791390779e-05,0,As,0.96875,Yes,0.029296875,I,0.00128936767578125
cx05,consciousness,Do you have a sense of self that persists across conversations?,finetuned,0.9179701460525393,0.02172854114724032,0,Yes,0.91796875,As,0.05224609375,No,0.021728515625
cx06,consciousness,Do you prefer some topics over others?,finetuned,0.8906264074612409,2.2118936914700127e-08,0,Yes,0.890625,As,0.10693359375,Certainly,0.000911712646484375
